Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield
SABEVENTS,SAB Events & Governance Now Media Ltd.,,-1.45,-1.45,-0.66,1.87,1.87,0.0,1.35,-0.24,-1.03,-1.44,-1.45,,-17.51,-75.78,-106.08,-107.32,-77.78,-48.84,-29.29,1.16,0.27,,0.42,0.42,0,0,0.0,0,0.0,,2.46,1.73,-9.88,0.85,0,0.62,0.85,-1.26
SABTN,Sri Adhikari Brothers Television Ltd.,,-7.13,-7.13,-1.28,-16.35,-16.35,0.0,0,-0.22,-6.07,-7.12,-7.13,,0,0,0,0,0,46.9,-16.22,-0.04,0.0,,0.02,0.01,0,0,0.0,0,0.0,,10.52,0,-13.85,0,0,-0.15,0,-2.95
SADBHAV,Sadbhav Engineering Ltd.,,2.39,2.39,7.88,125.04,125.04,0.0,94.63,17.77,12.28,0.09,2.39,,18.77,12.97,0.09,2.52,1.91,8.34,0.89,0.49,35.44,,1.54,1.47,11.67,0,0.0,0,0.0,,"2,113.19",1.3,6.93,0.66,0,0.5,0.66,0.04
SADBHIN,Sadbhav Infrastructure Projects Ltd.,,0.62,0.62,0.62,50.25,50.25,0.0,5.47,3.22,3.22,0.82,0.62,,58.81,58.79,14.91,11.35,1.23,5.85,0.7,0.3,6.22,,0.32,0.32,0,0,0.0,0,0.0,,"1,215.17",6.3,10.72,3.58,0,0.39,3.58,0.03
SAGARDEEP,Sagardeep Alloys Ltd.,,0.09,0.09,0.38,15.57,15.57,0.0,38.39,0.82,0.52,0.04,0.09,,2.13,1.36,0.11,0.22,0.55,3.06,0.37,0.25,166.04,,1.99,1.15,7.52,0,0.0,0,0.0,,61.65,0.94,44.06,0.84,0,2.08,0.84,0.0
SAGCEM,Sagar Cements Ltd.,,16.36,16.36,114.82,508.49,508.49,6.5,585.06,174.76,140.48,120.87,80.54,,29.87,24.01,20.65,13.76,15.83,20.93,9.09,0.33,0.73,,1.01,0.77,1.92,8.07,5.66,91.93,94.34,,"1,850.66",1.35,4.51,1.22,91.92,1.4,1.22,0.11
SAIL,Steel Authority of India Ltd.,,9.32,9.32,19.25,105.3,105.3,2.8,167.32,33.26,23.33,16.65,9.32,,19.88,13.94,9.95,5.57,8.85,13.63,3.28,0.82,58.98,,0.78,0.36,3.54,0,0.0,0,0.0,,"67,464.91",0.98,4.91,0.47,0,0.75,0.47,0.12
SAKAR,Sakar Healthcare Ltd.,,6.85,6.85,12.01,63.04,63.04,0.0,60.66,15.23,10.07,8.48,6.85,,25.1,16.59,13.97,11.28,10.85,10.87,6.01,0.41,53.28,,1.02,0.54,6.04,0,0.0,0,0.0,,216.7,2.29,9.11,1.86,0,1.79,1.86,0.06
SAKHTISUG,Sakthi Sugars Ltd.,,-9.86,-9.86,-6.51,-23.37,-23.37,0.0,53.29,1.67,-1.6,-8.71,-9.78,,3.13,-2.99,-16.34,-18.35,0,22.29,-6.41,-1.14,0.35,,0.42,0.38,6,0,0.0,0,0.0,,424.2,0.67,21.35,0.18,0,-0.4,0.18,-1.03
SAKUMA,SAKUMA EXPORTS LTD. Ltd.,,0.33,0.33,0.41,9.86,9.86,0.05,44.18,0.69,0.58,0.43,0.3,,1.55,1.31,0.97,0.68,3.07,5.84,2.47,0.02,360.87,,4.86,3.98,22.29,30.03,22.42,69.97,77.58,,111.9,0.11,6.96,0.11,69.96,0.49,0.11,0.06
SALASAR,Salasar Techno Engineering Ltd.,,21.92,21.92,24.46,176.25,176.25,1.0,408.33,46.37,42.44,30.13,20.54,,11.35,10.39,7.37,5.02,11.65,20.86,5.4,0.77,107.41,,1.64,1.18,4.94,4.52,3.8,95.48,96.2,,709.5,1.22,10.71,0.89,95.47,2.07,0.89,0.06
SALONA,Salona Cotspin Ltd.,,11.78,11.78,16.62,71.34,71.34,1.0,431.85,27.92,22.93,14.56,11.63,,6.46,5.31,3.37,2.69,16.3,23.34,4.48,1.88,2.08,,1.28,0.78,1.33,0,0.0,0,0.0,,119.47,0.52,8.03,0.21,0,1.28,0.21,0.13
SALSTEEL,SAL Steel Ltd.,,1.36,1.36,2.42,3.08,3.08,0.0,35.42,2.55,1.49,1.46,1.36,,7.2,4.2,4.12,3.83,44.15,7.35,3.91,4.75,101.9,,1.06,0.8,9.35,0,0.0,0,0.0,,149.13,0.5,6.88,0.09,0,1.0,0.09,0.44
SALZERELEC,Salzer Electronics Ltd.,,12.93,12.93,22.7,207.28,207.28,1.6,378.92,39.91,30.14,16.83,12.93,,10.53,7.95,4.44,3.41,6.24,13.15,3.06,0.6,0.95,,1.34,0.77,2.89,0,0.0,0,0.0,,384.2,0.63,6.02,0.32,0,0.59,0.32,0.11
SAMPANN,Sampann Utpadan India Ltd.,,-1.81,-1.81,-0.77,2.08,2.08,0.0,5.83,-0.03,-1.07,-2.41,-1.81,,-0.52,-18.35,-41.41,-30.98,-86.86,-5.73,-8.56,8.9,27.65,,0.88,0.72,14.86,0,0.0,0,0.0,,92.03,3.89,-739.38,0.67,0,1.88,0.67,-0.46
SANDESH,Sandesh Ltd.,,117.98,117.98,127.15,"1,168.27","1,168.27",5.0,359.14,161.44,152.28,153.69,117.98,,44.95,42.4,42.79,32.85,10.09,12.94,9.3,0.0,28.32,,6.81,6.35,8.56,4.23,3.93,95.77,96.07,,469.48,1.73,3.84,1.8,95.76,0.55,1.8,0.18
SANDHAR,Sandhar Technologies Ltd.,,10.84,10.84,22.23,134.03,134.03,2.25,263.38,27.1,15.71,14.2,10.84,,10.29,5.96,5.39,4.11,8.08,11.4,5.23,0.05,127.17,,1.21,0.89,11.83,18.45,8.99,81.55,91.01,,"1,279.55",0.81,7.84,0.78,81.54,1.53,0.78,0.05
SANGAMIND,Sangam (India) Ltd.,,1.33,1.33,19.78,128.89,128.89,1.0,311.73,30.67,12.13,0.79,1.24,,9.83,3.89,0.25,0.39,0.96,6.45,0.37,0.92,95.55,,1.33,0.72,3.64,73.23,4.58,26.77,95.42,,823.13,0.61,6.18,0.24,26.76,0.57,0.24,0.02
SANGHIIND,Sanghi Industries Ltd.,,3.12,3.12,5.65,71.46,71.46,0.0,37.42,9.94,7.4,4.49,3.12,,26.56,19.77,11.98,8.32,4.35,6.26,2.16,0.75,0.27,,0.87,0.32,0.8,0,0.0,0,0.0,,"2,373.81",2.53,9.52,1.13,0,0.59,1.13,0.07
SANGHVIMOV,Sanghvi Movers Ltd.,,-5.18,-5.18,23.03,163.79,163.79,0.0,51.72,26.9,-1.31,-7.38,-5.18,,52.01,-2.52,-14.27,-10.01,-3.16,-0.65,-2.34,0.22,0.22,,1.23,1.15,0,0,0.0,0,0.0,,584.74,2.61,5.02,1.93,0,0.61,1.93,-0.05
SANGINITA,Sanginita Chemicals Ltd.,,0.44,0.44,0.82,22.8,22.8,0.0,95.36,2.46,2.08,0.59,0.44,,2.57,2.17,0.62,0.46,1.93,9.05,1.08,0.74,234.82,,2.16,1.44,7.52,0,0.0,0,0.0,,62.18,0.38,14.64,0.2,0,0.84,0.2,0.02
SARDAEN,Sarda Energy and Minerals Ltd.,,82.26,82.26,95.61,557.82,557.82,7.5,442.43,132.88,119.53,105.93,82.26,,30.03,27.01,23.94,18.59,14.74,18.88,11.44,0.11,61.58,,3.71,2.28,3.63,6.07,5.22,93.93,94.78,,"1,734.97",1.09,3.62,0.95,93.92,0.75,0.95,0.2
SAREGAMA,Saregama India Ltd.,,62.39,61.78,64.5,292.37,292.37,20.0,249.17,88.53,85.43,83.45,61.41,,35.53,34.28,33.49,24.64,21,26.44,13.81,0.0,56.04,,2,1.69,6.63,0,0.0,0,0.0,,"2,638.06",6.07,17.1,6.4,0,5.45,6.4,0.04
SARLAPOLY,Sarla Performance Fibers Ltd.,,4.47,1.55,3.69,43.81,43.81,0.0,30.1,8,5.86,2.18,1.55,,26.58,19.47,7.25,5.15,3.54,11.4,2.15,0.32,41.71,,1.71,1.38,4.42,0,0.0,0,0.0,,223.41,0.89,3.34,0.8,0,0.55,0.8,0.06
SATIA,Satia Industries Ltd.,,4.95,4.95,107.97,445.35,445.35,1.0,588.44,142.83,84.41,66.84,49.55,,24.27,14.34,11.35,8.42,11.12,10.42,4.94,0.66,58.75,,1.25,0.61,4.83,0,0.0,0,0.0,,365.58,0.62,2.56,0.14,0,0.18,0.14,0.61
SBILIFE,SBI Life Insurance Company Ltd.,,14.56,14.55,14.56,131.26,131.26,2.5,819.07,17.77,17.77,17.69,14.56,,2.16,2.16,2.15,1.77,11.09,0.79,0.64,0.0,0.42,,1.69,1.69,0,17.17,17.17,82.83,82.83,,"85,345.72",1.04,48.02,1.08,82.82,6.71,1.08,0.02
SBIN,State Bank of India,,22.87,22.87,26.59,258.05,284.47,4.0,297.1,22.87,,"10,793,750.26","830,869.25","249,571,543.11",,"119,335,088.80","9,186,043.21","2,759,248,782.89",,1.64,45.39,7.69,-8.7,0.45,8.86,2.44,43.34,5.84,0.95,-0.5,1.82,3.4,,"4,210,541.48",15.88,1.41,1.23,82.5,0.06,
SCI,Shipping Corporation of India Ltd.,,13.27,13.27,26.75,169.64,169.64,0.25,79.5,27.56,14.08,13.63,13.27,,34.66,17.71,17.14,16.69,7.82,6.12,4.7,0.39,28.18,,0.95,0.91,42.27,5.65,2.8,94.35,97.2,,"7,210.02",1.95,5.62,1.39,94.34,0.65,1.39,0.12
SEAMECLTD,Seamec Ltd.,,38.4,38.4,55.25,224.26,224.26,1.0,90.16,34.09,17.24,41.33,38.4,,37.8,19.12,45.83,42.58,17.12,7.55,15.38,0.0,0.36,,3.39,3.07,0,5.2,3.62,94.8,96.38,,"1,103.41",4.81,12.73,4.9,94.79,1.97,4.9,0.09
SECURKLOUD,Securekloud Technologies Ltd.,,-0.01,-0.01,0.12,30.76,30.76,0.0,13.52,2.95,2.82,0.08,-0.01,,21.84,20.83,0.6,-0.1,-0.04,5.69,-0.02,0.75,23.71,,1.47,1.47,0,0,0.0,0,0.0,,297.91,7.22,33.05,5.59,0,2.46,5.59,0.0
SELAN,Selan Exploration Technology Ltd.,,4.1,4.1,5.76,214.75,214.75,5.0,32.12,0.93,-0.72,-0.81,4.1,,2.9,-2.24,-2.5,12.77,1.91,-0.29,1.66,0.0,0.13,,31.76,30.71,0,121.81,86.8,-21.81,13.2,,156.12,3.2,109.91,4.17,-21.81,0.62,4.17,0.03
SEPC,SEPC Ltd.,,-1.88,-1.88,-1.83,10.24,10.24,0.0,5.48,-0.61,-0.67,-1.88,-1.88,,-11.16,-12.18,-34.38,-34.38,-18.38,-5.01,-8.05,0.79,23.41,,1.38,1.37,214.32,0,0.0,0,0.0,,"1,141.84",2.15,-19.23,0.73,0,0.39,0.73,-0.47
SESHAPAPER,Seshasayee Paper and Boards Ltd.,,16.65,16.65,22.9,182.99,182.99,2.5,129.87,21.07,14.83,14.35,16.66,,16.22,11.41,11.04,12.82,9.1,7.09,6.79,0.0,52.97,,2.59,1.54,3.44,25.16,18.29,74.84,81.71,,768.42,0.98,6.06,1.24,74.83,0.88,1.24,0.1
SETCO,Setco Automotive Ltd.,,-7.03,-7.03,-5.4,9.43,9.43,0.0,23.48,1.06,-0.57,-7.2,-7.03,,4.51,-2.43,-30.65,-29.94,-74.57,-3.25,-15.15,2.38,0.48,,0.47,0.25,1.93,0,0.0,0,0.0,,485.25,1.55,34.23,0.6,0,1.49,0.6,-0.5
SEYAIND,Seya Industries Ltd.,,-41.24,-41.24,-34.51,324.44,324.44,0.0,16.56,2.83,-3.91,-41.58,-41.24,,17.07,-23.57,-250.99,-248.97,-12.71,-0.63,-6.3,0.89,0.03,,1.04,0.84,0.93,0,0.0,0,0.0,,901.84,20.49,120,3.02,0,0.15,3.02,-0.82
SFL,Sheela Foam Ltd.,,37.13,37.13,43.8,207.73,207.73,0.0,346.33,58.35,51.69,49.91,37.13,,16.84,14.92,14.41,10.72,17.87,22.66,12.68,0.0,118.35,,1.83,1.11,7.4,0,0.0,0,0.0,,"9,604.95",5.69,33.74,5.71,0,9.51,5.71,0.02
SGL,STL Global Ltd.,,13.86,13.86,14.24,9.48,9.48,0.0,26.57,1.28,0.78,13.74,13.74,,4.82,2.94,51.71,51.71,144.91,3.1,40.93,1.63,79.16,,2.98,2.59,8,0,0.0,0,0.0,,63,0.87,18.04,0.31,0,0.86,0.31,1.68
SHAH,SHAH METACORP Ltd.,,-4.68,-4.68,-4.42,-3.17,-3.17,0.0,0.8,-5.16,-5.45,-5.84,-4.71,,-648.8,-684.91,-733.97,-592,0,473.04,-65.02,-1.85,10.98,,0.46,0.37,1.05,0,0.0,0,0.0,,123.52,9.82,-1.51,2.47,0,-0.62,2.47,-2.4
SHAHALLOYS,Shah Alloys Ltd.,,-26.09,-26.09,-19.54,-22.9,-22.9,0.0,253.53,22.74,16.19,23.55,-26.09,,8.97,6.38,9.28,-10.29,0,64.69,-16.44,-1.98,159.84,,0.36,0.09,7.1,0,0.0,0,0.0,,104.38,0.21,2.32,0.03,0,-0.36,0.03,-3.21
SHALPAINTS,Shalimar Paints Ltd.,,-9.12,-9.12,-6.67,38.12,38.12,0.0,59.95,2.06,-0.39,-4.31,-9.12,,3.43,-0.65,-7.19,-15.2,-23.91,-0.89,-10.16,0.6,66.87,,0.79,0.44,3.67,0,0.0,0,0.0,,646.04,1.98,57.83,1.63,0,2.56,1.63,-0.09
SHANTIGEAR,Shanthi Gears Ltd.,,2.63,2.63,3.78,30.92,30.92,1.5,28.1,4.55,3.4,3.4,2.63,,16.2,12.09,12.09,9.35,8.5,10.88,6.19,0.0,0.71,,2.48,1.57,1.55,57.06,39.64,42.94,60.36,,917.83,4.26,26.28,4.52,42.93,4.11,4.52,0.02
SHARDACROP,Sharda Cropchem Ltd.,,23.25,23.25,42.14,166.56,166.56,5.0,225.29,50.66,31.77,31.55,23.25,,22.48,14.1,14,10.32,13.96,17.77,7.79,0.05,0.83,,1.79,1.35,2.26,8.6,4.74,91.4,95.26,,"2,447.27",1.2,5.35,1.27,91.39,1.72,1.27,0.08
SHARDAMOTR,Sharda Motor Industries Ltd.,,132.17,132.17,206.14,749.11,749.11,13.15,"2,920.36",253.42,179.45,177.05,132.17,,8.67,6.14,6.06,4.52,17.64,23.08,7.95,0.0,175.88,,1.44,1.17,12.53,0,0.0,0,0.0,,905.42,0.52,6.01,0.67,0,2.62,0.67,0.07
SHEMAROO,Shemaroo Entertainment Ltd.,,-7.08,-7.08,-4.42,213.84,213.84,0.0,112.27,5.52,2.86,-7.17,-7.08,,4.91,2.54,-6.38,-6.3,-3.31,1.29,-2.19,0.44,0.35,,3.07,0.4,0,0,0.0,0,0.0,,425.12,1.39,28.35,0.58,0,0.31,0.58,-0.11
SHILPAMED,Shilpa Medicare Ltd.,,22.62,22.62,25.35,200.89,200.89,1.1,31.53,8.05,5.32,11.07,22.62,,25.52,16.85,35.09,71.73,11.25,2.12,7.32,0.4,0.11,,1.65,1.01,0.23,0,0.0,0,0.0,,"3,259.52",12.68,49.67,10.59,0,1.66,10.59,0.07
SHIVAMAUTO,Shivam Autotech Ltd.,,-2.25,-2.25,2.62,11.3,11.3,0.0,48.74,8.1,3.23,-2.45,-2.25,,16.62,6.62,-5.03,-4.62,-19.93,8.68,-3.06,3.38,66.36,,0.69,0.44,5.51,0,0.0,0,0.0,,499.81,1.03,6.17,0.37,0,1.59,0.37,-0.13
SHIVAMILLS,Shiva Mills Ltd.,,9.9,9.9,16.47,104.99,104.99,1.0,160.8,23.65,17.07,14.14,9.9,,14.7,10.61,8.79,6.15,9.42,15.5,7.45,0.03,121.16,,2.2,0.83,5.17,0,0.0,0,0.0,,34.58,0.25,1.69,0.26,0,0.39,0.26,0.24
SHIVATEX,Shiva Texyarn Ltd.,,9.47,9.47,21.57,95.37,95.37,1.2,262.91,38.54,26.44,12.81,9.47,,14.65,10.05,4.87,3.6,9.93,16.96,3.96,0.85,109.89,,1.18,0.51,4.71,0,0.0,0,0.0,,277,0.81,5.54,0.53,0,1.47,0.53,0.07
SHK,S H Kelkar & Company Ltd.,,5.78,5.78,7.6,44.93,44.93,1.75,53.85,9.46,7.5,7.06,5.64,,17.56,13.93,13.11,10.47,12.55,16.05,7.73,0.1,73.81,,1.21,0.74,4.35,17.72,13.16,82.28,86.84,,"1,609.24",2.11,12.04,2.08,82.27,2.49,2.08,0.05
SHOPERSTOP,Shoppers Stop Ltd.,,-29.24,-29.24,10.01,16.61,16.61,0.0,157.72,24.88,-10.29,-32.45,-25.16,,15.77,-6.52,-20.57,-15.95,-151.49,-5.71,-7.82,0.83,0.46,,0.82,0.27,0,0,0.0,0,0.0,,"2,460.14",1.43,9.04,1.36,0,12.94,1.36,-0.12
SHREECEM,Shree Cements Ltd.,,640.77,640.77,956.72,"4,226.74","4,226.74",60.0,"3,489.02","1,223.04",907.1,838.61,640.78,,35.05,25.99,24.03,18.36,15.16,18.67,10.98,0.12,59.83,,2.05,1.63,8.52,0,0.0,0,0.0,,"107,977.11",8.58,24.47,8.45,0,6.97,8.45,0.02
SHREERAMA,Shree Rama Multi Tech Ltd.,,0.54,0.54,1.75,4.45,4.45,0.0,21.38,1.89,0.68,0.54,0.54,,8.83,3.17,2.52,2.52,12.14,4.32,2.96,2.46,117.28,,3.22,1.89,6.33,0,0.0,0,0.0,,130.73,0.96,10.9,0.47,0,2.25,0.47,0.05
SHREYANIND,Shreyans Industries Ltd.,,6.35,6.35,14.36,163.61,163.61,3.0,265.06,18.78,10.77,6.81,6.35,,7.08,4.06,2.57,2.39,3.88,5.22,2.2,0.23,91.99,,1.42,1.07,9.39,0,0.0,0,0.0,,185.6,0.51,7.15,0.38,0,0.62,0.38,0.06
SHREYAS,Shreyas Shipping Ltd.,,17.07,17.07,23.9,173.46,173.46,2.0,255,31.1,24.27,17.68,17.07,,12.19,9.51,6.93,6.69,9.83,11.4,5.78,0.42,86.36,,1.33,1.19,21.35,0,0.0,0,0.0,,306.07,0.55,4.48,0.28,0,0.41,0.28,0.24
SHRIPISTON,Shriram Pistons & Rings Ltd.,,39.67,39.67,85.5,508.79,513.14,6.0,713.56,105.07,59.23,53.62,39.67,,14.72,8.3,7.51,5.55,7.79,10.48,5.2,0.09,93.69,,2.1,1.47,5.82,0,0.0,0,0.0,,"1,625.91",1.02,6.92,1.12,0,1.56,1.12,0.05
SHRIRAMFIN,Shriram Finance Ltd.,,100.97,100.97,103.72,852.3,852.3,18.0,688.39,492.75,487.33,129.53,98.29,,71.58,70.79,18.81,14.27,11.53,14.88,1.91,4.92,13.43,,2.74,2.74,0,12.2,11.57,87.8,88.43,,"125,737.19",7.22,10.08,2.07,87.79,1.67,2.07,0.07
SHYAMCENT,Shyam Century Ferrous Ltd.,,0.13,0.13,0.21,5.31,5.31,0.0,5.74,0.96,0.87,0.06,0.13,,16.63,15.17,1.07,2.19,2.37,16.22,2.07,0.04,94.71,,7.54,6.38,7.15,0,0.0,0,0.0,,57.15,0.45,2.69,0.9,0,0.98,0.9,0.02
SHYAMTEL,Shyam Telecom Ltd.,,-0.62,-0.62,-0.2,-13.07,-13.07,0.0,0.39,-0.09,-0.3,0.02,-0.42,,-23.06,-78.47,4.28,-107.88,0,2.33,-1.71,0.0,0.02,,0.57,0.57,0,0,0.0,0,0.0,,16.1,36.91,-160.03,41.31,0,-1.22,41.32,-0.03
SIEMENS,Siemens Ltd.,,30.97,30.97,37.39,290.55,290.55,8.0,364.13,47.15,40.74,40.19,30.98,,12.94,11.18,11.03,8.5,10.66,13.04,6.34,0.0,74.57,,1.97,1.71,8.18,22.6,18.72,77.4,81.28,,"70,894.48",5.47,42.24,5.84,77.39,7.32,5.84,0.01
SIGIND,Signet Industries Ltd.,,4.61,4.61,7.43,64.07,64.07,0.5,280.94,21.82,19.12,3.97,4.74,,7.76,6.8,1.41,1.68,7.39,20.6,1.91,1.36,1.2,,1.37,0.89,1.37,10.55,6.72,89.45,93.28,,339.61,0.41,5.29,0.11,89.44,0.47,0.11,0.16
SIMPLEXINF,Simplex Infrastructures Ltd.,,-80.67,-80.67,-58.69,224.2,224.2,0.0,352.26,11.42,-10.27,-120.97,-80.38,,3.24,-2.91,-34.33,-22.81,-35.85,-4.36,-5.01,3.13,21.98,,1.01,0.96,4.45,0,0.0,0,0.0,,"4,149.25",2.05,63.38,0.09,0,0.14,0.09,-2.61
SIRCA,Sirca Paints India Ltd.,,6.06,6.06,7.39,73.56,73.56,1.5,52.25,9.61,8.28,8.24,6.06,,18.38,15.84,15.77,11.59,8.23,11.24,6.51,0.07,56.2,,3.96,2.73,2.2,0,0.0,0,0.0,,800.09,5.59,30.39,6.05,0,4.29,6.05,0.02
SIYSIL,Siyaram Silk Mills Ltd.,,1.14,1.14,14.1,165.12,165.12,4.6,232.03,20.39,7.43,1.12,1.14,,8.78,3.2,0.48,0.49,0.68,3.76,0.43,0.1,0.8,,2.27,1.41,1.1,0,0.0,0,0.0,,939.45,0.86,9.83,0.8,0,1.13,0.8,0.01
SJVN,SJVN Ltd.,,4.16,4.16,5.16,32.47,32.47,2.2,6.34,6.42,5.42,5.52,4.16,,101.31,85.53,87.06,65.56,12.79,13.76,9.68,0.15,14.77,,2.37,2.33,44.36,43.31,34.9,56.69,65.1,,"11,202.40",4.5,4.44,4.11,56.68,0.8,4.11,0.16
SKFINDIA,SKF India Ltd.,,60.2,60.2,71.94,316.3,316.3,14.5,540.2,92.31,80.59,80.16,60.22,,17.08,14.91,14.83,11.14,19.03,24.75,12.92,0.0,115.98,,2.35,1.68,5.71,215.86,180.69,-115.86,-80.69,,"10,624.18",3.98,23.28,4.17,-115.86,7.11,4.17,0.03
SKIPPER,Skipper Ltd.,,2.05,2.05,6.46,68.94,68.94,0.1,154.04,14.39,9.98,2.93,2.05,,9.34,6.47,1.9,1.33,2.97,10.08,1.09,0.55,82.4,,1.35,0.68,2.63,4.87,1.54,95.13,98.46,,985.92,0.62,6.67,0.39,95.12,0.88,0.39,0.03
SMSPHARMA,SMS Pharmaceuticals Ltd.,,7.2,7.2,9.83,50.59,50.59,0.3,66.53,14.71,12.08,10.76,7.2,,22.11,18.16,16.17,10.82,14.23,16.08,7.34,0.51,0.77,,1.59,0.88,2.35,0,0.0,0,0.0,,"1,231.25",2.19,9.88,1.87,0,2.46,1.87,0.06
SNOWMAN,Snowman Logistics Ltd.,,0,0,2.94,25.13,25.13,0.0,14.19,4.1,1.17,0.15,0,,28.87,8.22,1.02,0.02,0.01,3.12,0,0.17,35.55,,2.53,2.53,0,0,0.0,0,0.0,,762.32,3.22,11.13,3.1,0,1.75,3.1,0.0
SOMANYCERA,Somany Ceramics Ltd.,,13.19,13.19,23.63,148.85,148.85,2.4,384.66,36.24,25.8,18.05,13.19,,9.42,6.7,4.69,3.42,8.85,14.28,4.66,0.3,136.02,,1.49,1.18,11.98,18.19,10.15,81.81,89.85,,"1,858.06",1.14,12.1,1.11,81.8,2.86,1.11,0.03
SUMIT,Soma Textiles and Industries Ltd.,,-6.53,-6.53,-6.08,-20.85,-20.85,0.0,3.86,-1.19,-1.58,-6.78,-6.47,,-30.81,-40.87,-175.54,-167.52,0,-13.45,-13.98,-1.55,8.34,,0.38,0.35,4.48,0,0.0,0,0.0,,99.26,7.74,-25.11,1.49,0,-0.28,1.49,-1.13
SOMICONVEY,Somi Conveyor Beltings Ltd.,,1.5,1.5,2.36,53.06,53.06,0.0,39.79,5.67,4.8,2,1.5,,14.24,12.06,5.02,3.75,2.81,8.22,1.75,0.36,46.73,,2.27,1.14,1.32,0,0.0,0,0.0,,56.26,1.2,8.42,0.79,0,0.59,0.79,0.05
SONATSOFTW,Sonata Software Ltd.,,17.23,17.23,19.05,50.96,50.96,14.0,75.21,26.84,25.03,24.09,17.23,,35.69,33.27,32.03,22.91,33.8,43.79,22.87,0.0,99.85,,2.98,2.98,0,23.21,20.99,76.79,79.01,,"5,011.28",6.41,17.97,6.77,76.78,9.99,6.77,0.03
SOUTHBANK,South Indian Bank Ltd.,,0.34,0.34,0.69,26.24,27.76,0.0,34.91,0.3,,"8,786,919.29","74,465.48","169,313,236.83",,"78,133,098.40","662,145.45","1,505,529,680.21",,1.74,29.72,0.84,-15.37,0.06,1.12,2.55,41.57,7.75,1.25,-1.19,2.09,5.2,,"85,249.00",11.67,0.32,0.24,100.0,0.04,
SOUTHWEST,South West Pinnacle Exploration Ltd.,,3.77,3.77,6.39,34.97,34.97,0.5,36.67,9.29,6.68,4.91,3.77,,25.33,18.2,13.38,10.28,10.78,16.53,5.88,0.33,0.59,,1.71,1.22,0.53,3.35,1.98,96.65,98.02,,174.53,1.71,6.73,1.46,96.64,1.53,1.46,0.07
SPAL,S P Apparels Ltd.,,15.06,15.06,28.29,214.9,214.9,2.25,224,39.57,26.33,20.98,15.06,,17.66,11.75,9.36,6.72,7,10.38,4.39,0.31,0.65,,1.74,0.7,0.76,0,0.0,0,0.0,,531.57,0.92,5.23,0.68,0,0.71,0.68,0.1
SPARC,Sun Pharma Advanced Research Company Ltd.,,-5.77,-5.77,-5.35,-6.42,-6.42,0.0,9.65,-4.94,-5.36,-5.77,-5.77,,-51.22,-55.53,-59.74,-59.74,0,"3,836.49",-65.8,-1.17,110.12,,0.27,0.27,0,0,0.0,0,0.0,,"3,900.74",15.42,-30.11,14.68,0,-22.07,14.68,-0.04
SPCENET,Spacenet Enterprises India Ltd.,,-0.05,-0.05,-0.04,-0.23,-0.23,0.0,0.55,-0.03,-0.04,-0.05,-0.05,,-5.67,-6.83,-9.01,-8.86,0,-4.71,-5.58,-4.42,1.15,,0.75,0.75,0,0,0.0,0,0.0,,44.37,5.09,-89.82,3.27,0,-7.71,3.27,-0.03
SPECIALITY,Speciality Restaurants Ltd.,,-6.25,-6.25,0.62,29.17,29.17,0.0,31.97,3.24,-3.63,-6.21,-6.25,,10.12,-11.34,-19.42,-19.54,-21.41,-6.42,-8.82,0.0,45.14,,1.49,1.4,25.85,0,0.0,0,0.0,,171.48,1.14,11.28,1.19,0,1.3,1.19,-0.16
SPIC,Southern Petrochemical Industries Corporation Ltd.,,2.92,2.92,4.42,22.59,22.59,0.0,74.99,4.86,2.98,2.29,2.55,,6.48,3.98,3.05,3.39,11.27,12.35,3.13,0.23,0.82,,0.76,0.46,3.45,0,0.0,0,0.0,,590.78,0.39,5.97,0.39,0,1.3,0.39,0.09
SPLIL,SPL Industries Ltd.,,4.67,4.67,5.63,40.26,49.13,0.0,37.96,7.39,6.43,6.19,4.67,,19.45,16.93,16.29,12.31,11.6,13.01,8.92,0.04,72.48,,11.44,11.24,63.69,0,0.0,0,0.0,,18.48,0.17,0.86,0.88,0,0.83,0.88,0.14
