Company_Name,Revenue,Net Profit,EPS,BVPS,ROE,Debt to Equity,Symbol,URL
Sadhana Nitrochem Limited,143,3,0.16,11.18,1.4,0.58,SADHNANIQ,https://www.moneycontrol.com/india/stockpricequote/dyespigments/sadhananitrochem/SN
Safari Industries (India) Limited,1211,125,52.76,179.54,29.38,0.14,SAFARI,https://www.moneycontrol.com/india/stockpricequote/householdpersonal-products/safariindustriesindia/SII01
Sagardeep Alloys Limited,87,0,0.32,16.37,2.04,0.23,SAGARDEEP,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/sagardeepalloys/SA05
Sagar Cements Limited,2229,8,0.66,129.22,1.77,0.9,SAGCEM,https://www.moneycontrol.com/india/stockpricequote/cement-mini/sagarcements/SC27
Sahyadri Industries Limited,593,37,33.9,306.24,11.06,0.37,SAHYADRI,https://www.moneycontrol.com/india/stockpricequote/cement-productsbuilding-materials/sahyadriindustries/SI86
Steel Authority of India Limited,104447,1530,5.27,132.54,3.97,0.47,SAIL,https://www.moneycontrol.com/india/stockpricequote/steel-large/steelauthorityindia/SAI
Sakar Healthcare Limited,133,12,6.75,91.04,7.36,0.64,SAKAR,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/sakarhealthcare/SH15
Sakthi Sugars Limited,1053,372,35.16,-0.91,-3858.82,-78.62,SAKHTISUG,https://www.moneycontrol.com/india/stockpricequote/sugar/sakthisugars/SS
Sakuma Exports Limited,3173,28,1.22,17.59,6.89,0.04,SAKUMA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sakumaexportsltd/SAKUM53271
Salasar Techno Engineering Limited,1004,40,1.33,12.7,10.02,0.68,SALASAR,https://www.moneycontrol.com/india/stockpricequote/engineering/salasartechnoengineering/STE02
Salona Cotspin Limited,486,17,33.39,139.2,23.68,2.12,SALONA,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/salonacotspin/SC48
S.A.L. Steel Limited,495,3,0.42,4.89,8.53,3.01,SALSTEEL,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/salsteel/SAL03
Salzer Electronics Limited,1037,39,24.21,255.37,9.49,0.67,SALZERELEC,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/salzerelectronics/SE01
Sambhaav Media Limited,40,-1,-0.14,4.46,-3.14,0.13,SAMBHAAV,https://www.moneycontrol.com/india/stockpricequote/printingstationery/sambhaavmedia/SM16
Sampann Utpadan India Limited,57,-1,-0.41,1.48,-27.96,14.69,SAMPANN,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/sampannutpadanindia/SEP03
The Sandesh Limited,340,101,133.98,1393.79,9.61,0,SANDESH,https://www.moneycontrol.com/india/stockpricequote/printingpublishing/sandesh/S01
Sandhar Technologies Limited,2908,76,12.22,153.66,7.92,0.59,SANDHAR,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/sandhartechnologies/STl06
Sandur Manganese & Iron Ores Limited,2125,270,101.27,716.08,14,0.11,SANDUMA,https://www.moneycontrol.com/india/stockpricequote/miningminerals/sandurmanganeseironores/SMI
Sangam (India) Limited,2712,130,29.41,196.03,14.78,0.93,SANGAMIND,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-synthetic-blended/sangamindia/SI03
Sanghi Industries Limited,928,-325,-12.88,60.35,-20.88,0.98,SANGHIIND,https://www.moneycontrol.com/india/stockpricequote/cement-productsbuilding-materials/sanghiindustries/SI04
Sanghvi Movers Limited,455,112,25.89,194.45,13.31,0.22,SANGHVIMOV,https://www.moneycontrol.com/india/stockpricequote/construction-infrastructure/sanghvimovers/SM10
Sanginita Chemicals Limited,148,0,0.24,23.24,1.03,0.71,SANGINITA,https://www.moneycontrol.com/india/stockpricequote/chemicals/sanginitachemicals/SC56
Sansera Engineering Limited,2090,150,28.5,223.38,12.7,0.53,SANSERA,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries-others/sanseraengineering/SE27
Sapphire Foods India Limited,1962,226,35.58,202.09,17.6,0.03,SAPPHIRE,https://www.moneycontrol.com/india/stockpricequote/hotel-resortrestaurants/sapphirefoodsindia/SFI05
Sarda Energy & Minerals Limited,4211,605,169.94,996.12,17.65,0.41,SARDAEN,https://www.moneycontrol.com/india/stockpricequote/steel-sponge-iron/sardaenergyminerals/SEM
Saregama India Limited,736,185,9.63,69.78,13.8,0,SAREGAMA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/saregamaindia/SI67
Sarla Performance Fibers Limited,387,21,2.56,47.32,5.4,0.27,SARLAPOLY,https://www.moneycontrol.com/india/stockpricequote/textiles-processing/sarlaperformancefibers/SPF01
Sarveshwar Foods Limited,689,7,2.97,73.82,3.64,1.34,SARVESHWAR,https://www.moneycontrol.com/india/stockpricequote/food-processing/sarveshwarfoods/SF29
Satia Industries Limited,1883,192,19.22,73.32,26.21,0.57,SATIA,https://www.moneycontrol.com/india/stockpricequote/paper/satiaindustries/SI96
Satin Creditcare Network Limited,1557,4,0.62,192,0.29,3.63,SATIN,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending/satincreditcarenetwork/SCN
Sat Industries Limited,466,43,3.98,27.19,16.37,0.4,SATINDLTD,https://www.moneycontrol.com/india/stockpricequote/trading/satindustries/SIL15
SBC Exports Limited,195,6,0.33,1.66,19.67,0.77,SBC,https://www.moneycontrol.com/india/stockpricequote/diversified/sbcexports/SE18
Suratwwala Business Group Limited,61,21,12.24,6.41,190.63,0.62,SBGLP,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/suratwwalabusinessgroup/SBG
SBI Cards and Payment Services Limited,13666,2258,23.92,103.9,22.97,3.16,SBICARD,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending/sbicardspaymentservices/SCP02
SBI Life Insurance Company Limited,80635,1720,17.19,130.06,13.21,0,SBILIFE,https://www.moneycontrol.com/india/stockpricequote/lifehealth-insurance/sbilifeinsurancecompany/SLI03
State Bank of India,350844,56609,62.35,371.08,16.8,,SBIN,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/statebankindia/SBI
Schneider Electric Infrastructure Limited,1777,123,5.17,1.95,264.94,6.63,SCHNEIDER,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/schneiderelectricinfrastructure/SEI04
Shipping Corporation Of India Limited,5794,799,18.68,148.18,12.6,0.37,SCI,https://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCI
Sheetal Cool Products Limited,340,20,19.48,89.23,21.83,0.92,SCPL,https://www.moneycontrol.com/india/stockpricequote/food-processing/sheetalcoolproducts/SCP
Seamec Limited,437,33,13.2,311.32,4.17,0.17,SEAMECLTD,https://www.moneycontrol.com/india/stockpricequote/shipping/seamec/S14
SecUR Credentials Limited,50,7,1.9,10.99,17.26,0.41,SECURCRED,https://www.moneycontrol.com/india/stockpricequote/diversified/securcredentials/SC10
SECUREKLOUD TECHNOLOGIES LIMITED,458,-98,-14.62,20.19,-224.18,4.9,SECURKLOUD,https://www.moneycontrol.com/india/stockpricequote/computers-software/securekloudtechnologies/PMS01
Sejal Glass Limited,46,8,8.5,0.29,2931.64,106.79,SEJALLTD,https://www.moneycontrol.com/india/stockpricequote/glassglass-products/sejalglass/SAG
Selan Exploration Technology Limited,117,30,20.29,236.77,8.57,0,SELAN,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/selanexplorationtechnology/SET
SEL Manufacturing Company Limited,554,-185,-56.11,44.79,-125.16,6.27,SELMC,https://www.moneycontrol.com/india/stockpricequote/textiles-general/selmanufacturingcompany/SMC01
SEPC Limited,378,-4,-0.04,8.23,-0.45,0.37,SEPC,https://www.moneycontrol.com/india/stockpricequote/construction-infrastructure/sepc/SE21
Servotech Power Systems Limited,278,11,1.04,7.73,13.46,0.51,SERVOTECH,https://www.moneycontrol.com/india/stockpricequote/electricals/servotechpowersystems/SPS04
Seshasayee Paper and Boards Limited,2082,385,65.72,271.65,24.2,0,SESHAPAPER,https://www.moneycontrol.com/india/stockpricequote/paper/seshasayeepaperboards/SPB
Setco Automotive Limited,545,-192,-11.4,-32.2,0,-2.44,SETCO,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/setcoautomotive/SA14
Seya Industries Limited,37,-24,-9.29,312.79,-2.96,0.93,SEYAIND,https://www.moneycontrol.com/india/stockpricequote/chemicals/seyaindustries/SOC01
Sheela Foam Limited,2873,203,20.81,164.88,12.56,0.29,SFL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sheelafoam/SF14
Synergy Green Industries Limited,289,0,0.61,24.85,2.47,2.08,SGIL,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/synergygreenindustries/SGI02
STL Global Limited,100,0,0.08,10.82,0.74,0.45,SGL,https://www.moneycontrol.com/india/stockpricequote/textiles-general/stlglobal/STL05
Shah Metacorp Limited,39,1,-0.16,0.53,9.35,3.82,SHAH,https://www.moneycontrol.com/india/stockpricequote/steel-sponge-iron/shahmetacorp/GA01
Shah Alloys Limited,626,-4,-1.62,15.4,-10.53,2.42,SHAHALLOYS,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/shahalloys/SA03
Shaily Engineering Plastics Limited,607,35,38.32,437.56,8.75,0.46,SHAILY,https://www.moneycontrol.com/india/stockpricequote/trading/shailyengineeringplastics/SEP02
Shalimar Paints Limited,485,-36,-5.01,48.51,-10.31,0.4,SHALPAINTS,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/shalimarpaints/SP13
Shanthi Gears Limited,445,67,8.74,39.42,22.17,0,SHANTIGEAR,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/shanthigears/SG04
Sharda Cropchem Limited,4045,341,37.9,247.44,15.32,0,SHARDACROP,https://www.moneycontrol.com/india/stockpricequote/pesticidesagro-chemicals/shardacropchem/SC04
Sharda Motor Industries Limited,2699,205,70.07,254.9,27.48,0,SHARDAMOTR,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/shardamotorindustries/SMI04
Shemaroo Entertainment Limited,556,9,3.45,216.11,1.58,0.53,SHEMAROO,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/shemarooentertainment/SE03
Shilpa Medicare Limited,1050,-27,-3.74,204.41,-1.82,0.45,SHILPAMED,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19
Shivalik Rasayan Limited,234,29,14.66,289.37,5.89,0.16,SHIVALIK,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/shivalikrasayan/SR9
Shivam Autotech Limited,470,-34,-2.84,8.56,-33.19,4.03,SHIVAMAUTO,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/shivamautotech/SA13
Shiva Mills Limited,159,-7,-8.28,115.55,-7.16,0,SHIVAMILLS,https://www.moneycontrol.com/india/stockpricequote/textiles-general/shivamillslimited/SHIVA54096
Shiva Texyarn Limited,410,-6,-5.12,103.46,-4.95,0.7,SHIVATEX,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/shivatexyarn/ST17
S H Kelkar and Company Limited,1686,63,4.53,79.66,5.74,0.53,SHK,https://www.moneycontrol.com/india/stockpricequote/chemicals/shkelkarcompany/KC17
Shoppers Stop Limited,4022,116,10.59,18.77,56.36,0.61,SHOPERSTOP,https://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51
SHREE CEMENT LIMITED,17852,1269,352.18,5176.54,6.81,0.14,SHREECEM,https://www.moneycontrol.com/india/stockpricequote/cement-major/shreecements/SC12
Shree Rama Multi-Tech Limited,196,5,0.79,4.68,16.95,2.54,SHREERAMA,https://www.moneycontrol.com/india/stockpricequote/packaging/shreeramamultitech/SRI01
Shrenik Limited,48,0,0,0.97,0.38,2.45,SHRENIK,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shrenik/S25
Shreyans Industries Limited,865,73,53.14,218.37,24.33,0.13,SHREYANIND,https://www.moneycontrol.com/india/stockpricequote/paper/shreyansindustries/SI20
Shreyas Shipping & Logistics Limited,483,196,89.66,372.85,24.04,0.61,SHREYAS,https://www.moneycontrol.com/india/stockpricequote/shipping/shreyasshipping/SS12
Shriram Pistons & Rings Limited,2609,293,133.43,695.48,19.33,0.2,SHRIPISTON,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/shrirampistonsrings/SPR02
Shriram FiNaNce Limited,30476,6011,160.54,1169.77,13.81,3.77,SHRIRAMFIN,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/shriramfinance/STF
Shyam Century Ferrous Limited,180,26,1.26,7.57,16.58,0.01,SHYAMCENT,https://www.moneycontrol.com/india/stockpricequote/miningminerals/shyamcenturyferrous/SCF01
Shyam Metalics and Energy Limited,6243,299,11.72,150.97,7.76,0.1,SHYAMMETL,https://www.moneycontrol.com/india/stockpricequote/ironsteel/shyammetalicsenergy/SME05
Shyam Telecom Limited,0,-4,-4.31,-20.38,0,0,SHYAMTEL,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/shyamtelecom/ST05
Siemens Limited,19553,1962,55.09,367.86,14.98,0,SIEMENS,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/siemens/S
Sigachi Industries Limited,290,41,13.52,86.39,15.64,0.15,SIGACHI,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/sigachiindustries/SIL19
Signet Industries Limited,1017,13,4.31,70.14,6.32,1.42,SIGIND,https://www.moneycontrol.com/india/stockpricequote/finance-investments/signetindustries/SF22
Sigma Solve Limited,17,1,1.86,11.95,15.51,0.31,SIGMA,https://www.moneycontrol.com/india/stockpricequote/it-servicesconsulting/sigmasolve/SSL14
Standard Industries Limited,21,21,3.37,22.88,14.71,0.17,SIL,https://www.moneycontrol.com/india/stockpricequote/chemicals/standardindustries/SI36
Silgo Retail Limited,34,2,2.28,29.93,7.65,0.61,SILGO,https://www.moneycontrol.com/india/stockpricequote/retailing/silgoretail/SR08
Silly Monks Entertainment Limited,19,-4,-4.5,7.09,-63.43,0,SILLYMONKS,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/sillymonksentertainment/SME03
Silver Touch Technologies Limited,163,9,7.66,73.91,10.36,0.12,SILVERTUC,https://www.moneycontrol.com/india/stockpricequote/computers-software/silvertouchtechnologies/STT01
Simplex Infrastructures Limited,1873,-463,-82.41,52.67,-156.58,19.9,SIMPLEXINF,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/simplexinfrastructures/SI82
Sindhu Trade Links Limited,1176,-3,0,12.02,0.03,1.23,SINDHUTRAD,https://www.moneycontrol.com/india/stockpricequote/finance-investments/sindhutradelinks/BCF03
Sintercom India Limited,82,0,0,33.3,0,0.31,SINTERCOM,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/sintercomindia/SI73
Sirca Paints India Limited,267,46,8.41,96.88,17.36,0,SIRCA,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/sircapaintsindia/SPI06
Siyaram Silk Mills Limited,2232,250,53.55,242.56,22.07,0.13,SIYSIL,https://www.moneycontrol.com/india/stockpricequote/textiles-weaving/siyaramsilkmills/SSM05
S.J.S. Enterprises Limited,296,58,19.31,137.37,14.05,0.05,SJS,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries-others/sjsenterprises/E11
SJVN Limited,2938,1355,3.46,35.27,9.8,1.01,SJVN,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/sjvn/S11
SKF India Limited,4304,524,106.2,473.58,22.41,0,SKFINDIA,https://www.moneycontrol.com/india/stockpricequote/bearings/skfindia/SKF01
Skipper Limited,1980,32,3.46,74.75,4.63,0.63,SKIPPER,https://www.moneycontrol.com/india/stockpricequote/engineering/skipper/S21
Sky Gold Limited,1153,18,17.32,91.34,18.96,1.49,SKYGOLD,https://www.moneycontrol.com/india/stockpricequote/diamondjewellery/skygold/SG08
SMC Global Securities Limited,1216,120,11.25,89.32,12.87,0.98,SMCGLOBAL,https://www.moneycontrol.com/india/stockpricequote/finance-investment/smcglobalsecurities/SGS03
SML Isuzu Limited,1821,19,13.71,122.9,11.14,1.45,SMLISUZU,https://www.moneycontrol.com/india/stockpricequote/auto-lcvshcvs/smlisuzu/SM
Sarthak Metals Limited,408,29,21.74,76.69,28.34,0,SMLT,https://www.moneycontrol.com/india/stockpricequote/miningminerals/sarthakmetals/SM14
SMS Pharmaceuticals Limited,522,3,-0.83,54.4,-1.53,0.55,SMSPHARMA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/smspharmaceuticals/SP38
Snowman Logistics Limited,417,13,0.8,25.23,3.17,0.25,SNOWMAN,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/snowmanlogistics/SL17
Sobha Limited,3310,104,10.99,263.02,4.17,0.8,SOBHA,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/sobha/SD6
Softtech Engineers Limited,65,5,5.53,99.34,5.74,0.4,SOFTTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software/softtechengineers/SE24
Somany Ceramics Limited,2478,66,16.83,210.61,9.08,0.62,SOMANYCERA,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/somanyceramics/SC49
Soma Textiles & Industries Limited,5,165,50.09,20.28,245.48,0.07,SOMATEX,https://www.moneycontrol.com/india/stockpricequote/textiles-composite-mills/somatextilesindustries/STI03
Somi Conveyor Beltings Limited,93,3,2.94,56.45,5.21,0.26,SOMICONVEY,https://www.moneycontrol.com/india/stockpricequote/rubber/somiconveyorbeltings/SCB
Sona BLW Precision Forgings Limited,2468,388,6.64,38.43,17.24,0.1,SONACOMS,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries-castingsforgings/sonablwprecisionforgings/SBP04
Sonata Software Limited,7449,451,32.58,93.77,34.74,0.38,SONATSOFTW,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/sonatasoftware/SS42
Savita Oil Technologies Limited,3630,225,32.66,209.7,15.57,0,SOTL,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/savitaoiltechnologies/SOT01
The South Indian Bank Limited,7233,775,3.7,31.89,11.61,,SOUTHBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/southindianbank/SIB
South West Pinnacle Exploration Limited,124,8,3.21,40.76,7.88,0.55,SOUTHWEST,https://www.moneycontrol.com/india/stockpricequote/diversified/southwestpinnacleexploration/SWP
S. P. Apparels Limited,1077,82,32.37,265.86,12.24,0.32,SPAL,https://www.moneycontrol.com/india/stockpricequote/textiles-general/spapparels/A
Spandana Sphoorty FiNaNcial Limited,1400,12,1.74,436.62,0.39,1.96,SPANDANA,https://www.moneycontrol.com/india/stockpricequote/finance-nbfc/spandanasphoortyfinancial/SSF07
Sun Pharma Advanced Research Company Limited,238,-222,-7.82,15.8,-43.4,0,SPARC,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaadvancedresearchcompany/SPA
Spacenet Enterprises India Limited,144,2,0.05,1.02,5.1,0,SPCENET,https://www.moneycontrol.com/india/stockpricequote/it-servicesconsulting/spacenetenterprisesindia/NCT
Speciality Restaurants Limited,374,96,20.61,58.91,34.99,0,SPECIALITY,https://www.moneycontrol.com/india/stockpricequote/hotels/specialityrestaurants/SR06
Spencer's Retail Limited,2452,-210,-23.34,-16.69,0,-3.6,SPENCERS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/spencerretail/SPENC54233
Southern Petrochemicals Industries Corporation  Limited,2828,279,14.83,48.41,30.5,0.4,SPIC,https://www.moneycontrol.com/india/stockpricequote/fertilisers/southernpetrochemicalindustriescorporation/SPI01
SPL Industries Limited,284,23,8.22,55.87,14.71,0.07,SPLIL,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/splindustries/SPL9
Supreme Petrochem Limited,5287,498,26.49,98.06,27.01,0,SPLPETRO,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/supremepetrochem/SP
SPML Infra Limited,883,0,0.07,66.59,0.12,5.4,SPMLINFRA,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/spmlinfra/SPM05
Sportking India Limited,2205,131,99.33,669.03,14.66,0.53,SPORTKING,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-synthetic-blended/sportkingindia/SI97
Shekhawati Poly-Yarn Limited,301,-21,-0.62,-4.26,0,-1.37,SPYL,https://www.moneycontrol.com/india/stockpricequote/textiles-manmade/shekhawatipoly-yarn/SP09
Sreeleathers Limited,199,25,11.06,160.59,6.88,0,SREEL,https://www.moneycontrol.com/india/stockpricequote/leather-products/sreeleathers/S20
SRF Limited,14870,2162,72.95,347.2,20.93,0.42,SRF,https://www.moneycontrol.com/india/stockpricequote/diversified/srf/SRF
Sree Rayalaseema Hi-Strength Hypo Limited,1650,154,89.97,437.58,20.54,0.02,SRHHYPOLTD,https://www.moneycontrol.com/india/stockpricequote/chemicals/sreerayalaseemahistrengthhyp/SRH03
Shree Ram Proteins Limited,162,3,1.79,26.18,6.85,0.66,SRPL,https://www.moneycontrol.com/india/stockpricequote/diversified/shreeramproteins/SRP07
Steel Strips Wheels Limited,4040,193,12.39,72.5,17.07,0.56,SSWL,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/steelstripswheels/SSW02
Strides Pharma Science Limited,3688,72,-22.49,240.62,-9.15,1.25,STAR,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/stridespharmascience/SA10
Star Health and Allied Insurance Company Limited,12096,618,10.7,93.58,11.36,0.09,STARHEALTH,https://www.moneycontrol.com/india/stockpricequote/diversified/starhealthalliedinsurancecompany/SHA
Star Paper Mills Limited,492,65,42.08,380.83,11.04,0,STARPAPER,https://www.moneycontrol.com/india/stockpricequote/paper/starpapermills/SPM04
Starteck FiNaNce Limited,26,21,22.02,181.13,12.15,1.01,STARTECK,https://www.moneycontrol.com/india/stockpricequote/finance-investments/starteckfinancelimited/NMA
The State Trading Corporation of India Limited,0,31,8.74,-931.14,-0.56,-0.36,STCINDIA,https://www.moneycontrol.com/india/stockpricequote/trading/statetradingcorporationindia/STC
Steelcast Limited,476,70,34.84,106.33,32.77,0.11,STEELCAS,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/steelcast/S06
STEEL EXCHANGE INDIA LIMITED,1388,-58,-0.71,2.83,-19.97,0.81,STEELXIND,https://www.moneycontrol.com/india/stockpricequote/steel-large/steelexchangeindia/SEI02
Stel Holdings Limited,17,12,6.64,441.17,1.5,0,STEL,https://www.moneycontrol.com/india/stockpricequote/finance-investments/stelholdings/STE01
Sterling Tools Limited,771,47,13.29,111.16,11.95,0.33,STERTOOLS,https://www.moneycontrol.com/india/stockpricequote/fasteners/sterlingtools/ST
Sterlite Technologies Limited,6925,227,3.53,52.38,6.74,1.75,STLTECH,https://www.moneycontrol.com/india/stockpricequote/cables-telephone/sterlitetechnologies/ST20
Stove Kraft Limited,1283,35,10.87,122.13,8.86,0.32,STOVEKRAFT,https://www.moneycontrol.com/india/stockpricequote/domestic-appliances/stovekraft/SK03
Stylam Industries Limited,952,95,56.63,243.14,23.29,0.09,STYLAMIND,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/stylamindustries/GL02
Styrenix Performance Materials Limited,2372,183,104.07,406.44,25.6,0.01,STYRENIX,https://www.moneycontrol.com/india/stockpricequote/commodity-chemicals/styrenixperformancematerials/INE01
Subex Limited,278,-51,-0.93,9.29,-9.81,0,SUBEXLTD,https://www.moneycontrol.com/india/stockpricequote/software/subex/S15
Subros Limited,2806,47,7.35,132.94,5.52,0.02,SUBROS,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/subros/S07
Sudarshan Chemical Industries Limited,2301,44,6.5,119.64,5.4,0.99,SUDARSCHEM,https://www.moneycontrol.com/india/stockpricequote/dyespigments/sudarshanchemicalindustries/SCI08
Sukhjit Starch & Chemicals Limited,1446,63,40.56,298,13.61,0.69,SUKHJITS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sukhjitstarchchemicals/SSC02
Sula Vineyards Limited,492,88,10.71,65.94,15.89,0.33,SULA,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/sulavineyards/SV01
Sumitomo Chemical India Limited,3510,502,10.06,47.72,21.08,0,SUMICHEM,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/sumitomochemicalindialimite/SUMIC54292
Sumit Woods Limited,101,6,2.5,28.88,11.38,2.06,SUMIT,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/sumitwoods/SW01
Summit Securities Limited,50,37,34,4683.47,0.72,0,SUMMITSEC,https://www.moneycontrol.com/india/stockpricequote/finance-investments/summitsecurities/SS56
Sundaram Multi Pap Limited,114,2,0.05,2.06,2.65,0.35,SUNDARAM,https://www.moneycontrol.com/india/stockpricequote/printingstationery/sundarammultipap/SMP02
Sundaram Brake Linings Limited,354,-4,-12.15,217.07,-5.59,0.59,SUNDRMBRAK,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/sundarambrakelinings/SBL
Sundram Fasteners Limited,5662,500,23.54,144.41,16.4,0.23,SUNDRMFAST,https://www.moneycontrol.com/india/stockpricequote/fasteners/sundramfasteners/SF23
Sunflag Iron And Steel Company Limited,3488,1114,61.89,185.54,33.36,0.16,SUNFLAG,https://www.moneycontrol.com/india/stockpricequote/steel-rolling/sunflagironsteelcompany/SIS05
Sun TV Network Limited,3772,1703,43.31,235.41,18.4,0,SUNTV,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/suntvnetwork/STN01
Superhouse Limited,766,27,24.04,411.26,6.37,0.44,SUPERHOUSE,https://www.moneycontrol.com/india/stockpricequote/leather-products/superhouse/SL
Super Spinning Mills Limited,85,-19,-3.56,16.32,-21.8,0.46,SUPERSPIN,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/superspinningmills/SSM07
Suprajit Engineering Limited,2752,152,10.99,88.48,12.42,0.52,SUPRAJIT,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/suprajitengineering/SE15
Supreme Engineering Limited,18,-105,-42.08,-2.65,0,-1.36,SUPREMEENG,https://www.moneycontrol.com/india/stockpricequote/ironsteel/supremeengineering/SE26
Supreme Industries Limited,9201,712,68.12,346.49,19.65,0,SUPREMEIND,https://www.moneycontrol.com/india/stockpricequote/plastics/supremeindustries/SI48
Supriya Lifescience Limited,460,89,11.16,86.91,12.84,0.02,SUPRIYA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/supriyalifescience/SL20
Surana Solar Limited,42,2,0.46,11.67,3.97,0,SURANASOL,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/suranasolar/SV05
Suryalakshmi Cotton Mills Limited,851,12,5.53,127.82,3.95,0.73,SURYALAXMI,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/suryalakshmicottonmills/SCM02
Surya Roshni Limited,7996,335,62.78,346.33,18,0.22,SURYAROSNI,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/suryaroshni/SR01
Suryoday Small FiNaNce Bank Limited,1183,78,7.32,149.28,4.9,,SURYODAY,https://www.moneycontrol.com/india/stockpricequote/bank-private/suryodaysmallfinancebank/SSF08
Sutlej Textiles and Industries Limited,3074,37,2.28,67.73,3.36,0.86,SUTLEJTEX,https://www.moneycontrol.com/india/stockpricequote/textiles-general/sutlejtextilesindustries/STI9
Suven Life Sciences Limited,13,-118,-6.63,17.21,-31.51,0,SUVEN,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/suvenlifesciences/SLS01
Suven Pharmaceuticals Limited,1340,411,16.16,68.16,23.7,0.04,SUVENPHAR,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/suvenpharmaceuticals/SP19
